average_accuracy_mean,average_accuracy_std,dataset,forgetting_mean,forgetting_std,method,noise_mean,noise_std,parameter_overhead_percent_mean,parameter_overhead_percent_std,task_free_average_accuracy_mean,task_free_average_accuracy_std,task_free_forgetting_mean,task_free_forgetting_std,task_free_route_accuracy_mean,task_free_route_accuracy_std
1.0,0.0,synthetic_images,-0.22222222222222224,0.0,BONSAI,0.1,0.0,1.5743707218557215,0.0,0.9930555555555556,0.0,-0.22222222222222224,0.0,0.9930555555555556,0.0
