average_accuracy,dataset,forgetting,method,noise,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
1.0,synthetic_images,-0.13888888888888887,BONSAI,0.1,1.5785439356613202,7,"[0.5833333333333334, 1.0, 1.0, 1.0]",1.0,-0.13888888888888887,1.0
0.9930555555555556,synthetic_images,-0.212962962962963,BONSAI,0.1,1.5785439356613202,17,"[0.3333333333333333, 1.0, 1.0, 0.9861111111111112]",0.9861111111111112,-0.212962962962963,0.9930555555555556
0.9930555555555556,synthetic_images,-0.11111111111111112,BONSAI,0.1,1.5785439356613202,27,"[0.6666666666666666, 1.0, 0.9907407407407408, 0.9861111111111112]",0.9861111111111112,-0.11111111111111112,0.9930555555555556
