average_accuracy,dataset,forgetting,method,noise,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
0.828125,synthetic_images,-0.12500000000000003,BONSAI,0.1,3.15487650022529,7,"[0.3333333333333333, 0.5208333333333334, 0.8611111111111112, 0.7604166666666666, 0.8083333333333333, 0.7569444444444443, 0.6785714285714286, 0.6927083333333334]",0.6927083333333334,-0.3869047619047619,0.8489583333333334
