average_accuracy,dataset,forgetting,method,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
0.10000000000000002,cifar100,-0.011111111111111112,BONSAI,1.636552501757489,7,"[0.1, 0.05, 0.03333333333333333, 0.025, 0.04, 0.016666666666666666, 0.02142857142857143, 0.01875, 0.0, 0.0]",0.0,0.06666666666666668,0.105
