average_accuracy,dataset,forgetting,method,noise,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
0.6354166666666667,synthetic_images,0.0,PNN,0.1,700.0,7,"[1.0, 0.3125, 0.27777777777777773, 0.29166666666666663, 0.2333333333333333, 0.19444444444444442, 0.16666666666666666, 0.18749999999999997]",0.18749999999999997,0.21428571428571427,0.22916666666666666
