average_accuracy_mean,average_accuracy_std,dataset,forgetting_mean,forgetting_std,method,noise_mean,noise_std,parameter_overhead_percent_mean,parameter_overhead_percent_std,task_free_average_accuracy_mean,task_free_average_accuracy_std,task_free_forgetting_mean,task_free_forgetting_std,task_free_route_accuracy_mean,task_free_route_accuracy_std
0.6354166666666667,0.0,synthetic_images,0.0,0.0,PNN,0.1,0.0,700.0,0.0,0.18749999999999997,0.0,0.21428571428571427,0.0,0.22916666666666666,0.0
