accuracy_curve,average_accuracy,critical_fraction,critical_fraction_curve,dataset,forgetting,method,noise,parameter_overhead_percent,route_accuracy,route_accuracy_entropy,route_accuracy_prototype,seed,task_one_accuracy_after,task_one_accuracy_before,task_two_accuracy,variant
"[0.78125, 0.8187499940395355, 0.8125, 0.815625011920929, 0.8175000190734864, 0.8302083512147268, 0.8366071666990008, 0.8390625193715096, 0.8409722381167941, 0.8475000143051148]",0.8475000143051148,0.6023829315599889,"[0.2002546959567017, 0.32860322760155813, 0.41240425006177417, 0.46955555555555556, 0.5083787603472643, 0.5362560118386978, 0.5576036866359447, 0.574936628643853, 0.5896526237989652, 0.6023829315599889]",synthetic,0.000694433848063151,BONSAI,0.9,129.79942693409743,0.4762499928474426,0.35499998927116394,0.4762499928474426,7,0.7875000238418579,0.78125,0.90625,full
"[0.78125, 0.8218750059604645, 0.825000007947286, 0.8171875178813934, 0.8174999952316284, 0.8208333353201548, 0.8258928571428571, 0.8289062529802322, 0.8298611111111112, 0.8349999964237214]",0.8349999964237214,0.6499030202272098,"[0.2002546959567017, 0.34001112966054536, 0.4415616506053867, 0.5177777777777778, 0.5764183323238441, 0.6226415094339622, 0.6499402628434886, 0.649873257287706, 0.6499630450849962, 0.6499030202272098]",synthetic,-0.0020833280351426867,BONSAI,0.9,129.79942693409743,0.46812498569488525,0.36937499046325684,0.46812498569488525,7,0.7875000238418579,0.78125,0.8812500238418579,no_ib
"[0.78125, 0.8187499940395355, 0.8125, 0.815625011920929, 0.8175000190734864, 0.8302083512147268, 0.8366071666990008, 0.8390625193715096, 0.8409722381167941, 0.8475000143051148]",0.8475000143051148,0.6023829315599889,"[0.2002546959567017, 0.32860322760155813, 0.41240425006177417, 0.46955555555555556, 0.5083787603472643, 0.5362560118386978, 0.5576036866359447, 0.574936628643853, 0.5896526237989652, 0.6023829315599889]",synthetic,0.000694433848063151,BONSAI,0.9,129.79942693409743,0.4762499928474426,0.35499998927116394,0.4762499928474426,7,0.7875000238418579,0.78125,0.90625,no_orthogonal_rewire
"[0.793749988079071, 0.809374988079071, 0.806249996026357, 0.8156249970197678, 0.8174999952316284, 0.8302083412806193, 0.8375000017029899, 0.8390625044703484, 0.8395833373069763, 0.8456250011920929]",0.8456250011920929,0.6498821151902998,"[0.20013275804845668, 0.33882564409826244, 0.43598143598143596, 0.5057673019057172, 0.5566890795270114, 0.5957309184993532, 0.6268386056820472, 0.6499621785173979, 0.649919828968466, 0.6498821151902998]",synthetic,0.0020833280351426867,BONSAI,0.9,97.07932293395287,0.4768750071525574,0.37437498569488525,0.4768750071525574,7,0.768750011920929,0.793749988079071,0.8999999761581421,fixed_capacity
"[0.78125, 0.8187499940395355, 0.818750003973643, 0.8218750059604645, 0.8237500071525574, 0.8249999980131785, 0.8330357159887042, 0.8359375, 0.8388888902134366, 0.84375]",0.84375,0.600166251039069,"[0.2002546959567017, 0.32860322760155813, 0.4126513466765505, 0.4691111111111111, 0.5073692711487987, 0.5347761746207917, 0.555726233145588, 0.5728770595690748, 0.5874353288987435, 0.600166251039069]",synthetic,0.0013888809416029188,BONSAI,0.9,129.79942693409743,0.47312501072883606,0.35624998807907104,0.47312501072883606,7,0.78125,0.78125,0.887499988079071,no_replay
