average_accuracy,dataset,forgetting,method,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
0.18000000000000002,cifar100,-0.02152777777777778,BONSAI,4.2253893953865935,7,"[0.08125, 0.084375, 0.04791666666666666, 0.0625, 0.03875, 0.03125, 0.04017857142857143, 0.028906249999999998, 0.02222222222222222, 0.025]",0.025,-7.709882115452476e-19,0.099375
