average_accuracy,dataset,forgetting,method,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
0.095,cifar100,0.019444444444444448,BONSAI,1.636552501757489,7,"[0.1, 0.05, 0.03333333333333333, 0.025, 0.01, 0.012499999999999999, 0.010714285714285716, 0.015625, 0.011111111111111112, 0.01]",0.01,0.05,0.115
