average_accuracy_mean,average_accuracy_std,critical_fraction_mean,critical_fraction_std,dataset,forgetting_mean,forgetting_std,method,parameter_overhead_percent_mean,parameter_overhead_percent_std,route_accuracy_mean,route_accuracy_std,task_one_accuracy_after_mean,task_one_accuracy_after_std,task_one_accuracy_before_mean,task_one_accuracy_before_std,task_two_accuracy_mean,task_two_accuracy_std,variant
0.9854166666666666,0.005237415848,1.0,0.0,synthetic,0.01504629408871686,0.004953914178,BONSAI,0.0,0.0,0.6697916785875956,0.018330987,0.937500019868215,0.018399497756,0.9979166587193807,0.002946289494,0.9979166587193807,0.002946289494,fixed_capacity
0.9854166666666666,0.005237415848,1.0,0.0,synthetic,0.01504629408871686,0.004953914178,BONSAI,0.0,0.0,0.6697916785875956,0.018330987,0.937500019868215,0.018399497756,0.9979166587193807,0.002946289494,0.9979166587193807,0.002946289494,full
0.9889583309491475,0.006852867802,0.8953070618614573,0.001153173829,synthetic,0.011342591709560819,0.007822567428,BONSAI,0.0,0.0,0.7066666483879089,0.044271692563,0.9020833373069763,0.077280163984,0.9979166587193807,0.002946289494,1.0,0.0,no_ib
0.8395833303531011,0.016780857058,1.0,0.0,synthetic,0.17060185251412566,0.021346554461,BONSAI,0.0,0.0,0.4639583230018616,0.017472692374,0.6479166746139526,0.051116009827,0.9979166587193807,0.002946289494,1.0,0.0,no_orthogonal_rewire
