average_accuracy_mean,average_accuracy_std,dataset,forgetting_mean,forgetting_std,method,parameter_overhead_percent_mean,parameter_overhead_percent_std,task_free_average_accuracy_mean,task_free_average_accuracy_std,task_free_forgetting_mean,task_free_forgetting_std,task_free_route_accuracy_mean,task_free_route_accuracy_std
0.14500000000000002,0.0,cifar100,-0.021527777777777778,0.0,BONSAI,4.201456653449466,0.0,0.016875,0.0,0.006944444444444444,0.0,0.1,0.0
