average_accuracy,dataset,forgetting,method,parameter_overhead_percent,seed,task_free_accuracy_curve,task_free_average_accuracy,task_free_forgetting,task_free_route_accuracy
0.14500000000000002,cifar100,-0.021527777777777778,BONSAI,4.201456653449466,7,"[0.09375, 0.065625, 0.04583333333333334, 0.04375, 0.027500000000000004, 0.023958333333333335, 0.028571428571428574, 0.02109375, 0.019444444444444445, 0.016875]",0.016875,0.006944444444444444,0.1
